rec_id	drug	recommendation	variants	lookup_genes	component_count
7589960	sulfanilamide	No reason to avoid based on G6PD status	"[""G6PD Normal""]"	G6PD	1
7589961	sulfanilamide	No reason to avoid based on G6PD status at standard doses	"[""G6PD Deficient""]"	G6PD	1
7589962	sulfanilamide	Use drug cautiously; if used, close monitoring for acute exacerbation of chronic hemolysis is recommended	"[""G6PD Deficient with CNSHA""]"	G6PD	1
7589963	sulfanilamide	No reason to avoid based on G6PD status at standard doses	"[""G6PD Variable""]"	G6PD	1
7589964	sulfanilamide	To ascertain G6PD status, enzyme activity must be measured. Drug use should be guided per the recommendations based on the activity-based phenotype.	"[""G6PD Indeterminate""]"	G6PD	1
7589965	sulfasalazine	No reason to avoid based on G6PD status	"[""G6PD Normal""]"	G6PD	1
7589966	sulfasalazine	No reason to avoid based on G6PD status at standard doses	"[""G6PD Deficient""]"	G6PD	1
7589967	sulfasalazine	Use drug cautiously; if used, close monitoring for acute exacerbation of chronic hemolysis is recommended	"[""G6PD Deficient with CNSHA""]"	G6PD	1
7589968	sulfasalazine	No reason to avoid based on G6PD status at standard doses	"[""G6PD Variable""]"	G6PD	1
7589969	sulfasalazine	To ascertain G6PD status, enzyme activity must be measured. Drug use should be guided per the recommendations based on the activity-based phenotype.	"[""G6PD Indeterminate""]"	G6PD	1
7589970	sulfisoxazole	No reason to avoid based on G6PD status	"[""G6PD Normal""]"	G6PD	1
7589971	sulfisoxazole	No reason to avoid based on G6PD status at standard doses	"[""G6PD Deficient""]"	G6PD	1
7589972	sulfisoxazole	Use drug cautiously; if used, close monitoring for acute exacerbation of chronic hemolysis is recommended	"[""G6PD Deficient with CNSHA""]"	G6PD	1
7589973	sulfisoxazole	No reason to avoid based on G6PD status at standard doses	"[""G6PD Variable""]"	G6PD	1
7589975	tolbutamide	No reason to avoid based on G6PD status	"[""G6PD Normal""]"	G6PD	1
7589976	tolbutamide	No reason to avoid based on G6PD status at standard doses	"[""G6PD Deficient""]"	G6PD	1
7589977	tolbutamide	Use drug cautiously; if used, close monitoring for acute exacerbation of chronic hemolysis is recommended	"[""G6PD Deficient with CNSHA""]"	G6PD	1
7589978	tolbutamide	No reason to avoid based on G6PD status at standard doses	"[""G6PD Variable""]"	G6PD	1
7589979	tolbutamide	To ascertain G6PD status, enzyme activity must be measured. Drug use should be guided per the recommendations based on the activity-based phenotype.	"[""G6PD Indeterminate""]"	G6PD	1
7589980	phenytoin	No adjustments needed from typical dosing strategies. Subsequent doses should be adjusted according to therapeutic drug monitoring, response, and side effects. An HLA-B*15:02 negative test does not eliminate the risk of phenytoin-induced SJS/TEN and patients should be carefully monitored according to a usual standard.	"[""HLA-B *15:02 negative"", ""CYP2C9 2.0""]"	CYP2C9|HLA-B	2
7589981	phenytoin	No adjustments needed from typical dosing strategies. Subsequent doses should be adjusted according to therapeutic drug monitoring, response and side effects. An HLA-B*15:02 negative test does not eliminate the risk of phenytoin-induced SJS/TEN and patients should be carefully monitored according to a usual standard.	"[""HLA-B *15:02 negative"", ""CYP2C9 1.5""]"	CYP2C9|HLA-B	2
7589982	phenytoin	For first dose, use typical initial or loading dose. For subsequent doses, use approximately 25% less than typical maintenance dose. Subsequent doses should be adjusted according to therapeutic drug monitoring, response and side effects. An HLA-B*15:02 negative test does not eliminate the risk of phenytoin-induced SJS/TEN, and patients should be carefully monitored according to a usual standard.	"[""HLA-B *15:02 negative"", ""CYP2C9 1.0""]"	CYP2C9|HLA-B	2
7589983	phenytoin	For first dose, use typical initial or loading dose. For subsequent doses use approximately 50% less than typical maintenance dose. Subsequent doses should be adjusted according to therapeutic drug monitoring, response, and side effects. An HLA-B*15:02 negative test does not eliminate the risk of phenytoin-induced SJS/TEN, and patients should be carefully monitored according to a usual standard.	"[""HLA-B *15:02 negative"", ""CYP2C9 0.5""]"	CYP2C9|HLA-B	2
7589984	phenytoin	For first dose, use typical initial or loading dose. For subsequent doses use approximately 50% less than typical maintenance dose. Subsequent doses should be adjusted according to therapeutic drug monitoring, response, and side effects. An HLA-B*15:02 negative test does not eliminate the risk of phenytoin-induced SJS/TEN, and patients should be carefully monitored according to a usual standard.	"[""HLA-B *15:02 negative"", ""CYP2C9 0.0""]"	CYP2C9|HLA-B	2
7589985	phenytoin	No recommendation	"[""HLA-B *15:02 negative"", ""CYP2C9 n/a""]"	CYP2C9|HLA-B	2
7589986	phenytoin	If patient is phenytoin-naive, do not use phenytoin/fosphenytoin. Avoid carbamazepine and oxcarbazepine.	"[""HLA-B *15:02 positive"", ""CYP2C9 2.0""]"	CYP2C9|HLA-B	2
7589987	phenytoin	If patient is phenytoin-naive, do not use phenytoin/fosphenytoin. Avoid carbamazepine and oxcarbazepine.	"[""HLA-B *15:02 positive"", ""CYP2C9 1.5""]"	CYP2C9|HLA-B	2
7589988	phenytoin	If patient is phenytoin-naive, do not use phenytoin/fosphenytoin. Avoid carbamazepine and oxcarbazepine.	"[""HLA-B *15:02 positive"", ""CYP2C9 1.0""]"	CYP2C9|HLA-B	2
7589989	phenytoin	If patient is phenytoin-naive, do not use phenytoin/fosphenytoin. Avoid carbamazepine and oxcarbazepine.	"[""HLA-B *15:02 positive"", ""CYP2C9 0.5""]"	CYP2C9|HLA-B	2
7589990	phenytoin	If patient is phenytoin-naive, do not use phenytoin/fosphenytoin. Avoid carbamazepine and oxcarbazepine.	"[""HLA-B *15:02 positive"", ""CYP2C9 0.0""]"	CYP2C9|HLA-B	2
7589991	phenytoin	If patient is phenytoin-naive, do not use phenytoin/fosphenytoin. Avoid carbamazepine and oxcarbazepine.	"[""HLA-B *15:02 positive"", ""CYP2C9 n/a""]"	CYP2C9|HLA-B	2
7589992	phenytoin	No adjustments needed from typical dosing strategies. Subsequent doses should be adjusted according to therapeutic drug monitoring, response, and side effects. An HLA-B*15:02 negative test does not eliminate the risk of phenytoin-induced SJS/TEN and patients should be carefully monitored according to a usual standard.	"[""HLA-B No Result"", ""CYP2C9 2.0""]"	CYP2C9|HLA-B	2
7589993	phenytoin	No adjustments needed from typical dosing strategies. Subsequent doses should be adjusted according to therapeutic drug monitoring, response and side effects. An HLA-B*15:02 negative test does not eliminate the risk of phenytoin-induced SJS/TEN and patients should be carefully monitored according to a usual standard.	"[""HLA-B No Result"", ""CYP2C9 1.5""]"	CYP2C9|HLA-B	2
7589994	phenytoin	For first dose, use typical initial or loading dose. For subsequent doses, use approximately 25% less than typical maintenance dose. Subsequent doses should be adjusted according to therapeutic drug monitoring, response and side effects. An HLA-B*15:02 negative test does not eliminate the risk of phenytoin-induced SJS/TEN, and patients should be carefully monitored according to a usual standard.	"[""HLA-B No Result"", ""CYP2C9 1.0""]"	CYP2C9|HLA-B	2
7589995	phenytoin	For first dose, use typical initial or loading dose. For subsequent doses use approximately 50% less than typical maintenance dose. Subsequent doses should be adjusted according to therapeutic drug monitoring, response, and side effects. An HLA-B*15:02 negative test does not eliminate the risk of phenytoin-induced SJS/TEN, and patients should be carefully monitored according to a usual standard.	"[""HLA-B No Result"", ""CYP2C9 0.5""]"	CYP2C9|HLA-B	2
7589996	phenytoin	For first dose, use typical initial or loading dose. For subsequent doses use approximately 50% less than typical maintenance dose. Subsequent doses should be adjusted according to therapeutic drug monitoring, response, and side effects. An HLA-B*15:02 negative test does not eliminate the risk of phenytoin-induced SJS/TEN, and patients should be carefully monitored according to a usual standard.	"[""HLA-B No Result"", ""CYP2C9 0.0""]"	CYP2C9|HLA-B	2
7589997	phenytoin	No recommendation	"[""HLA-B No Result"", ""CYP2C9 n/a""]"	CYP2C9|HLA-B	2
7589998	phenytoin	No adjustments needed from typical dosing strategies. Subsequent doses should be adjusted according to therapeutic drug monitoring, response, and side effects. An HLA-B*15:02 negative test does not eliminate the risk of phenytoin-induced SJS/TEN and patients should be carefully monitored according to a usual standard.	"[""HLA-B *15:02 negative"", ""CYP2C9 No Result""]"	CYP2C9|HLA-B	2
7589999	phenytoin	If patient is phenytoin-naive, do not use phenytoin/fosphenytoin. Avoid carbamazepine and oxcarbazepine.	"[""HLA-B *15:02 positive"", ""CYP2C9 No Result""]"	CYP2C9|HLA-B	2
7590000	phenytoin	No adjustments needed from typical dosing strategies. Subsequent doses should be adjusted according to therapeutic drug monitoring, response, and side effects. An HLA-B*15:02 negative test does not eliminate the risk of phenytoin-induced SJS/TEN and patients should be carefully monitored according to a usual standard.	"[""HLA-B *15:02 negative"", ""CYP2C9 2.0""]"	CYP2C9|HLA-B	2
7590251	tramadol	Use tramadol label recommended age- or weight-specific dosing.	"[""CYP2D6 1.25""]"	CYP2D6	1
7590001	phenytoin	No adjustments needed from typical dosing strategies. Subsequent doses should be adjusted according to therapeutic drug monitoring, response and side effects. An HLA-B*15:02 negative test does not eliminate the risk of phenytoin-induced SJS/TEN and patients should be carefully monitored according to a usual standard.	"[""HLA-B *15:02 negative"", ""CYP2C9 1.5""]"	CYP2C9|HLA-B	2
7590002	phenytoin	For first dose, use typical initial or loading dose. For subsequent doses, use approximately 25% less than typical maintenance dose. Subsequent doses should be adjusted according to therapeutic drug monitoring, response and side effects. An HLA-B*15:02 negative test does not eliminate the risk of phenytoin-induced SJS/TEN, and patients should be carefully monitored according to a usual standard.	"[""HLA-B *15:02 negative"", ""CYP2C9 1.0""]"	CYP2C9|HLA-B	2
7590003	phenytoin	For first dose, use typical initial or loading dose. For subsequent doses use approximately 50% less than typical maintenance dose. Subsequent doses should be adjusted according to therapeutic drug monitoring, response, and side effects. An HLA-B*15:02 negative test does not eliminate the risk of phenytoin-induced SJS/TEN, and patients should be carefully monitored according to a usual standard.	"[""HLA-B *15:02 negative"", ""CYP2C9 0.5""]"	CYP2C9|HLA-B	2
7590004	phenytoin	For first dose, use typical initial or loading dose. For subsequent doses use approximately 50% less than typical maintenance dose. Subsequent doses should be adjusted according to therapeutic drug monitoring, response, and side effects. An HLA-B*15:02 negative test does not eliminate the risk of phenytoin-induced SJS/TEN, and patients should be carefully monitored according to a usual standard.	"[""HLA-B *15:02 negative"", ""CYP2C9 0.0""]"	CYP2C9|HLA-B	2
7590005	phenytoin	No recommendation	"[""HLA-B *15:02 negative"", ""CYP2C9 n/a""]"	CYP2C9|HLA-B	2
7590006	phenytoin	If the patient has previously used phenytoin continuously for longer than three months without incidence of cutaneous adverse reactions, cautiously consider use of phenytoin in the future. The latency period for drug-induced SJS/TEN is short with continuous dosing and adherence to therapy (4-28 days), and cases usually occur within three months of dosing.	"[""HLA-B *15:02 positive"", ""CYP2C9 2.0""]"	CYP2C9|HLA-B	2
7590007	phenytoin	If the patient has previously used phenytoin continuously for longer than three months without incidence of cutaneous adverse reactions, cautiously consider use of phenytoin in the future. The latency period for drug-induced SJS/TEN is short with continuous dosing and adherence to therapy (4-28 days), and cases usually occur within three months of dosing.	"[""HLA-B *15:02 positive"", ""CYP2C9 1.5""]"	CYP2C9|HLA-B	2
7590008	phenytoin	If the patient has previously used phenytoin continuously for longer than three months without incidence of cutaneous adverse reactions, cautiously consider use of phenytoin in the future. The latency period for drug-induced SJS/TEN is short with continuous dosing and adherence to therapy (4-28 days), and cases usually occur within three months of dosing.	"[""HLA-B *15:02 positive"", ""CYP2C9 1.0""]"	CYP2C9|HLA-B	2
7590009	phenytoin	If the patient has previously used phenytoin continuously for longer than three months without incidence of cutaneous adverse reactions, cautiously consider use of phenytoin in the future. The latency period for drug-induced SJS/TEN is short with continuous dosing and adherence to therapy (4-28 days), and cases usually occur within three months of dosing.	"[""HLA-B *15:02 positive"", ""CYP2C9 0.5""]"	CYP2C9|HLA-B	2
7590010	phenytoin	If the patient has previously used phenytoin continuously for longer than three months without incidence of cutaneous adverse reactions, cautiously consider use of phenytoin in the future. The latency period for drug-induced SJS/TEN is short with continuous dosing and adherence to therapy (4-28 days), and cases usually occur within three months of dosing.	"[""HLA-B *15:02 positive"", ""CYP2C9 0.0""]"	CYP2C9|HLA-B	2
7590245	toluidine blue	To ascertain G6PD status, enzyme activity must be measured. Drug use should be guided per the recommendations based on the activity-based phenotype.	"[""G6PD Indeterminate""]"	G6PD	1
7590011	phenytoin	If the patient has previously used phenytoin continuously for longer than three months without incidence of cutaneous adverse reactions, cautiously consider use of phenytoin in the future. The latency period for drug-induced SJS/TEN is short with continuous dosing and adherence to therapy (4-28 days), and cases usually occur within three months of dosing.	"[""HLA-B *15:02 positive"", ""CYP2C9 n/a""]"	CYP2C9|HLA-B	2
7590012	phenytoin	No adjustments needed from typical dosing strategies. Subsequent doses should be adjusted according to therapeutic drug monitoring, response, and side effects. An HLA-B*15:02 negative test does not eliminate the risk of phenytoin-induced SJS/TEN and patients should be carefully monitored according to a usual standard.	"[""HLA-B No Result"", ""CYP2C9 2.0""]"	CYP2C9|HLA-B	2
7590013	phenytoin	No adjustments needed from typical dosing strategies. Subsequent doses should be adjusted according to therapeutic drug monitoring, response and side effects. An HLA-B*15:02 negative test does not eliminate the risk of phenytoin-induced SJS/TEN and patients should be carefully monitored according to a usual standard.	"[""HLA-B No Result"", ""CYP2C9 1.5""]"	CYP2C9|HLA-B	2
7590014	phenytoin	For first dose, use typical initial or loading dose. For subsequent doses, use approximately 25% less than typical maintenance dose. Subsequent doses should be adjusted according to therapeutic drug monitoring, response and side effects. An HLA-B*15:02 negative test does not eliminate the risk of phenytoin-induced SJS/TEN, and patients should be carefully monitored according to a usual standard.	"[""HLA-B No Result"", ""CYP2C9 1.0""]"	CYP2C9|HLA-B	2
7590015	phenytoin	For first dose, use typical initial or loading dose. For subsequent doses use approximately 50% less than typical maintenance dose. Subsequent doses should be adjusted according to therapeutic drug monitoring, response, and side effects. An HLA-B*15:02 negative test does not eliminate the risk of phenytoin-induced SJS/TEN, and patients should be carefully monitored according to a usual standard.	"[""HLA-B No Result"", ""CYP2C9 0.5""]"	CYP2C9|HLA-B	2
7590016	phenytoin	For first dose, use typical initial or loading dose. For subsequent doses use approximately 50% less than typical maintenance dose. Subsequent doses should be adjusted according to therapeutic drug monitoring, response, and side effects. An HLA-B*15:02 negative test does not eliminate the risk of phenytoin-induced SJS/TEN, and patients should be carefully monitored according to a usual standard.	"[""HLA-B No Result"", ""CYP2C9 0.0""]"	CYP2C9|HLA-B	2
7590017	phenytoin	No recommendation	"[""HLA-B No Result"", ""CYP2C9 n/a""]"	CYP2C9|HLA-B	2
7590018	phenytoin	No adjustments needed from typical dosing strategies. Subsequent doses should be adjusted according to therapeutic drug monitoring, response, and side effects. An HLA-B*15:02 negative test does not eliminate the risk of phenytoin-induced SJS/TEN and patients should be carefully monitored according to a usual standard.	"[""HLA-B *15:02 negative"", ""CYP2C9 No Result""]"	CYP2C9|HLA-B	2
7590019	phenytoin	If the patient has previously used phenytoin continuously for longer than three months without incidence of cutaneous adverse reactions, cautiously consider use of phenytoin in the future. The latency period for drug-induced SJS/TEN is short with continuous dosing and adherence to therapy (4-28 days), and cases usually occur within three months of dosing.	"[""HLA-B *15:02 positive"", ""CYP2C9 No Result""]"	CYP2C9|HLA-B	2
7590020	fosphenytoin	No adjustments needed from typical dosing strategies. Subsequent doses should be adjusted according to therapeutic drug monitoring, response, and side effects. An HLA-B*15:02 negative test does not eliminate the risk of phenytoin-induced SJS/TEN and patients should be carefully monitored according to a usual standard.	"[""HLA-B *15:02 negative"", ""CYP2C9 2.0""]"	CYP2C9|HLA-B	2
7590021	fosphenytoin	No adjustments needed from typical dosing strategies. Subsequent doses should be adjusted according to therapeutic drug monitoring, response and side effects. An HLA-B*15:02 negative test does not eliminate the risk of phenytoin-induced SJS/TEN and patients should be carefully monitored according to a usual standard.	"[""HLA-B *15:02 negative"", ""CYP2C9 1.5""]"	CYP2C9|HLA-B	2
7590022	fosphenytoin	For first dose, use typical initial or loading dose. For subsequent doses, use approximately 25% less than typical maintenance dose. Subsequent doses should be adjusted according to therapeutic drug monitoring, response and side effects. An HLA-B*15:02 negative test does not eliminate the risk of phenytoin-induced SJS/TEN, and patients should be carefully monitored according to a usual standard.	"[""HLA-B *15:02 negative"", ""CYP2C9 1.0""]"	CYP2C9|HLA-B	2
7590023	fosphenytoin	For first dose, use typical initial or loading dose. For subsequent doses use approximately 50% less than typical maintenance dose. Subsequent doses should be adjusted according to therapeutic drug monitoring, response, and side effects. An HLA-B*15:02 negative test does not eliminate the risk of phenytoin-induced SJS/TEN, and patients should be carefully monitored according to a usual standard.	"[""HLA-B *15:02 negative"", ""CYP2C9 0.5""]"	CYP2C9|HLA-B	2
7590024	fosphenytoin	For first dose, use typical initial or loading dose. For subsequent doses use approximately 50% less than typical maintenance dose. Subsequent doses should be adjusted according to therapeutic drug monitoring, response, and side effects. An HLA-B*15:02 negative test does not eliminate the risk of phenytoin-induced SJS/TEN, and patients should be carefully monitored according to a usual standard.	"[""HLA-B *15:02 negative"", ""CYP2C9 0.0""]"	CYP2C9|HLA-B	2
7590025	fosphenytoin	No recommendation	"[""HLA-B *15:02 negative"", ""CYP2C9 n/a""]"	CYP2C9|HLA-B	2
7590026	fosphenytoin	If patient is phenytoin-naive, do not use phenytoin/fosphenytoin. Avoid carbamazepine and oxcarbazepine.	"[""HLA-B *15:02 positive"", ""CYP2C9 2.0""]"	CYP2C9|HLA-B	2
7590027	fosphenytoin	If patient is phenytoin-naive, do not use phenytoin/fosphenytoin. Avoid carbamazepine and oxcarbazepine.	"[""HLA-B *15:02 positive"", ""CYP2C9 1.5""]"	CYP2C9|HLA-B	2
7590028	fosphenytoin	If patient is phenytoin-naive, do not use phenytoin/fosphenytoin. Avoid carbamazepine and oxcarbazepine.	"[""HLA-B *15:02 positive"", ""CYP2C9 1.0""]"	CYP2C9|HLA-B	2
7590029	fosphenytoin	If patient is phenytoin-naive, do not use phenytoin/fosphenytoin. Avoid carbamazepine and oxcarbazepine.	"[""HLA-B *15:02 positive"", ""CYP2C9 0.5""]"	CYP2C9|HLA-B	2
7590030	fosphenytoin	If patient is phenytoin-naive, do not use phenytoin/fosphenytoin. Avoid carbamazepine and oxcarbazepine.	"[""HLA-B *15:02 positive"", ""CYP2C9 0.0""]"	CYP2C9|HLA-B	2
7590031	fosphenytoin	If patient is phenytoin-naive, do not use phenytoin/fosphenytoin. Avoid carbamazepine and oxcarbazepine.	"[""HLA-B *15:02 positive"", ""CYP2C9 n/a""]"	CYP2C9|HLA-B	2
7590032	fosphenytoin	No adjustments needed from typical dosing strategies. Subsequent doses should be adjusted according to therapeutic drug monitoring, response, and side effects. An HLA-B*15:02 negative test does not eliminate the risk of phenytoin-induced SJS/TEN and patients should be carefully monitored according to a usual standard.	"[""HLA-B No Result"", ""CYP2C9 2.0""]"	CYP2C9|HLA-B	2
7590033	fosphenytoin	No adjustments needed from typical dosing strategies. Subsequent doses should be adjusted according to therapeutic drug monitoring, response and side effects. An HLA-B*15:02 negative test does not eliminate the risk of phenytoin-induced SJS/TEN and patients should be carefully monitored according to a usual standard.	"[""HLA-B No Result"", ""CYP2C9 1.5""]"	CYP2C9|HLA-B	2
7590081	primaquine	To ascertain G6PD status, enzyme activity must be measured. Drug use should be guided per the recommendations based on the activity-based phenotype.	"[""G6PD Variable""]"	G6PD	1
7590034	fosphenytoin	For first dose, use typical initial or loading dose. For subsequent doses, use approximately 25% less than typical maintenance dose. Subsequent doses should be adjusted according to therapeutic drug monitoring, response and side effects. An HLA-B*15:02 negative test does not eliminate the risk of phenytoin-induced SJS/TEN, and patients should be carefully monitored according to a usual standard.	"[""HLA-B No Result"", ""CYP2C9 1.0""]"	CYP2C9|HLA-B	2
7590035	fosphenytoin	For first dose, use typical initial or loading dose. For subsequent doses use approximately 50% less than typical maintenance dose. Subsequent doses should be adjusted according to therapeutic drug monitoring, response, and side effects. An HLA-B*15:02 negative test does not eliminate the risk of phenytoin-induced SJS/TEN, and patients should be carefully monitored according to a usual standard.	"[""HLA-B No Result"", ""CYP2C9 0.5""]"	CYP2C9|HLA-B	2
7590036	fosphenytoin	For first dose, use typical initial or loading dose. For subsequent doses use approximately 50% less than typical maintenance dose. Subsequent doses should be adjusted according to therapeutic drug monitoring, response, and side effects. An HLA-B*15:02 negative test does not eliminate the risk of phenytoin-induced SJS/TEN, and patients should be carefully monitored according to a usual standard.	"[""HLA-B No Result"", ""CYP2C9 0.0""]"	CYP2C9|HLA-B	2
7590037	fosphenytoin	No recommendation	"[""HLA-B No Result"", ""CYP2C9 n/a""]"	CYP2C9|HLA-B	2
7590038	fosphenytoin	No adjustments needed from typical dosing strategies. Subsequent doses should be adjusted according to therapeutic drug monitoring, response, and side effects. An HLA-B*15:02 negative test does not eliminate the risk of phenytoin-induced SJS/TEN and patients should be carefully monitored according to a usual standard.	"[""HLA-B *15:02 negative"", ""CYP2C9 No Result""]"	CYP2C9|HLA-B	2
7590039	fosphenytoin	If patient is phenytoin-naive, do not use phenytoin/fosphenytoin. Avoid carbamazepine and oxcarbazepine.	"[""HLA-B *15:02 positive"", ""CYP2C9 No Result""]"	CYP2C9|HLA-B	2
7590040	fosphenytoin	No adjustments needed from typical dosing strategies. Subsequent doses should be adjusted according to therapeutic drug monitoring, response, and side effects. An HLA-B*15:02 negative test does not eliminate the risk of phenytoin-induced SJS/TEN and patients should be carefully monitored according to a usual standard.	"[""HLA-B *15:02 negative"", ""CYP2C9 2.0""]"	CYP2C9|HLA-B	2
7590041	fosphenytoin	No adjustments needed from typical dosing strategies. Subsequent doses should be adjusted according to therapeutic drug monitoring, response and side effects. An HLA-B*15:02 negative test does not eliminate the risk of phenytoin-induced SJS/TEN and patients should be carefully monitored according to a usual standard.	"[""HLA-B *15:02 negative"", ""CYP2C9 1.5""]"	CYP2C9|HLA-B	2
7590042	fosphenytoin	For first dose, use typical initial or loading dose. For subsequent doses, use approximately 25% less than typical maintenance dose. Subsequent doses should be adjusted according to therapeutic drug monitoring, response and side effects. An HLA-B*15:02 negative test does not eliminate the risk of phenytoin-induced SJS/TEN, and patients should be carefully monitored according to a usual standard.	"[""HLA-B *15:02 negative"", ""CYP2C9 1.0""]"	CYP2C9|HLA-B	2
7590043	fosphenytoin	For first dose, use typical initial or loading dose. For subsequent doses use approximately 50% less than typical maintenance dose. Subsequent doses should be adjusted according to therapeutic drug monitoring, response, and side effects. An HLA-B*15:02 negative test does not eliminate the risk of phenytoin-induced SJS/TEN, and patients should be carefully monitored according to a usual standard.	"[""HLA-B *15:02 negative"", ""CYP2C9 0.5""]"	CYP2C9|HLA-B	2
7590044	fosphenytoin	For first dose, use typical initial or loading dose. For subsequent doses use approximately 50% less than typical maintenance dose. Subsequent doses should be adjusted according to therapeutic drug monitoring, response, and side effects. An HLA-B*15:02 negative test does not eliminate the risk of phenytoin-induced SJS/TEN, and patients should be carefully monitored according to a usual standard.	"[""HLA-B *15:02 negative"", ""CYP2C9 0.0""]"	CYP2C9|HLA-B	2
7590045	fosphenytoin	No recommendation	"[""HLA-B *15:02 negative"", ""CYP2C9 n/a""]"	CYP2C9|HLA-B	2
7590082	primaquine	To ascertain G6PD status, enzyme activity must be measured. Drug use should be guided per the recommendations based on the activity-based phenotype.	"[""G6PD Indeterminate""]"	G6PD	1
7590046	fosphenytoin	If the patient has previously used phenytoin continuously for longer than three months without incidence of cutaneous adverse reactions, cautiously consider use of phenytoin in the future. The latency period for drug-induced SJS/TEN is short with continuous dosing and adherence to therapy (4-28 days), and cases usually occur within three months of dosing.	"[""HLA-B *15:02 positive"", ""CYP2C9 2.0""]"	CYP2C9|HLA-B	2
7590047	fosphenytoin	If the patient has previously used phenytoin continuously for longer than three months without incidence of cutaneous adverse reactions, cautiously consider use of phenytoin in the future. The latency period for drug-induced SJS/TEN is short with continuous dosing and adherence to therapy (4-28 days), and cases usually occur within three months of dosing.	"[""HLA-B *15:02 positive"", ""CYP2C9 1.5""]"	CYP2C9|HLA-B	2
7590048	fosphenytoin	If the patient has previously used phenytoin continuously for longer than three months without incidence of cutaneous adverse reactions, cautiously consider use of phenytoin in the future. The latency period for drug-induced SJS/TEN is short with continuous dosing and adherence to therapy (4-28 days), and cases usually occur within three months of dosing.	"[""HLA-B *15:02 positive"", ""CYP2C9 1.0""]"	CYP2C9|HLA-B	2
7590049	fosphenytoin	If the patient has previously used phenytoin continuously for longer than three months without incidence of cutaneous adverse reactions, cautiously consider use of phenytoin in the future. The latency period for drug-induced SJS/TEN is short with continuous dosing and adherence to therapy (4-28 days), and cases usually occur within three months of dosing.	"[""HLA-B *15:02 positive"", ""CYP2C9 0.5""]"	CYP2C9|HLA-B	2
7590050	fosphenytoin	If the patient has previously used phenytoin continuously for longer than three months without incidence of cutaneous adverse reactions, cautiously consider use of phenytoin in the future. The latency period for drug-induced SJS/TEN is short with continuous dosing and adherence to therapy (4-28 days), and cases usually occur within three months of dosing.	"[""HLA-B *15:02 positive"", ""CYP2C9 0.0""]"	CYP2C9|HLA-B	2
7590051	fosphenytoin	If the patient has previously used phenytoin continuously for longer than three months without incidence of cutaneous adverse reactions, cautiously consider use of phenytoin in the future. The latency period for drug-induced SJS/TEN is short with continuous dosing and adherence to therapy (4-28 days), and cases usually occur within three months of dosing.	"[""HLA-B *15:02 positive"", ""CYP2C9 n/a""]"	CYP2C9|HLA-B	2
7590052	fosphenytoin	No adjustments needed from typical dosing strategies. Subsequent doses should be adjusted according to therapeutic drug monitoring, response, and side effects. An HLA-B*15:02 negative test does not eliminate the risk of phenytoin-induced SJS/TEN and patients should be carefully monitored according to a usual standard.	"[""HLA-B No Result"", ""CYP2C9 2.0""]"	CYP2C9|HLA-B	2
7590053	fosphenytoin	No adjustments needed from typical dosing strategies. Subsequent doses should be adjusted according to therapeutic drug monitoring, response and side effects. An HLA-B*15:02 negative test does not eliminate the risk of phenytoin-induced SJS/TEN and patients should be carefully monitored according to a usual standard.	"[""HLA-B No Result"", ""CYP2C9 1.5""]"	CYP2C9|HLA-B	2
7590054	fosphenytoin	For first dose, use typical initial or loading dose. For subsequent doses, use approximately 25% less than typical maintenance dose. Subsequent doses should be adjusted according to therapeutic drug monitoring, response and side effects. An HLA-B*15:02 negative test does not eliminate the risk of phenytoin-induced SJS/TEN, and patients should be carefully monitored according to a usual standard.	"[""HLA-B No Result"", ""CYP2C9 1.0""]"	CYP2C9|HLA-B	2
7590055	fosphenytoin	For first dose, use typical initial or loading dose. For subsequent doses use approximately 50% less than typical maintenance dose. Subsequent doses should be adjusted according to therapeutic drug monitoring, response, and side effects. An HLA-B*15:02 negative test does not eliminate the risk of phenytoin-induced SJS/TEN, and patients should be carefully monitored according to a usual standard.	"[""HLA-B No Result"", ""CYP2C9 0.5""]"	CYP2C9|HLA-B	2
7590246	tramadol	No recommendation	"[""CYP2D6 n/a""]"	CYP2D6	1
7590056	fosphenytoin	For first dose, use typical initial or loading dose. For subsequent doses use approximately 50% less than typical maintenance dose. Subsequent doses should be adjusted according to therapeutic drug monitoring, response, and side effects. An HLA-B*15:02 negative test does not eliminate the risk of phenytoin-induced SJS/TEN, and patients should be carefully monitored according to a usual standard.	"[""HLA-B No Result"", ""CYP2C9 0.0""]"	CYP2C9|HLA-B	2
7590057	fosphenytoin	No recommendation	"[""HLA-B No Result"", ""CYP2C9 n/a""]"	CYP2C9|HLA-B	2
7590058	fosphenytoin	No adjustments needed from typical dosing strategies. Subsequent doses should be adjusted according to therapeutic drug monitoring, response, and side effects. An HLA-B*15:02 negative test does not eliminate the risk of phenytoin-induced SJS/TEN and patients should be carefully monitored according to a usual standard.	"[""HLA-B *15:02 negative"", ""CYP2C9 No Result""]"	CYP2C9|HLA-B	2
7590059	fosphenytoin	If the patient has previously used phenytoin continuously for longer than three months without incidence of cutaneous adverse reactions, cautiously consider use of phenytoin in the future. The latency period for drug-induced SJS/TEN is short with continuous dosing and adherence to therapy (4-28 days), and cases usually occur within three months of dosing.	"[""HLA-B *15:02 positive"", ""CYP2C9 No Result""]"	CYP2C9|HLA-B	2
